image;title;author;format;duzy_rozmiar;maly_rozmiar;kategoria;cena_duzy;cena_maly;ilosc(quantity)
https://as2.ftcdn.net/jpg/03/28/14/19/500_F_328141957_kx0d3YXkbcpWvxwlXODZmclSpQpIAvik.jpg;Camping van under the milky way;CACTUS Creative Studio\Stocksy;jpeg;7307x5043;1659x1145;Astrofotografia;1120.99;538.99;52
https://as2.ftcdn.net/jpg/02/78/29/91/500_F_278299178_bJiko8SvYgXKtmv3HxPFDNZPkvy9gYe7.jpg;Lost Coast Milky Way;Nathan Yan\Stocksy;jpeg;3648x5472;1125x1688;Astrofotografia;1120.99;538.99;35
https://as1.ftcdn.net/jpg/01/95/24/18/500_F_195241828_penOd4HEWhbqaCk4xgEzxZSrZHkDBV2r.jpg;Yosemite Mountain Starry Night Photography;Rachel Gulotta Photography\Stocksy;jpeg;4480x6720;1125x1688;Astrofotografia;1120.99;538.99;103
https://as1.ftcdn.net/jpg/02/91/86/06/500_F_291860686_uHxPtKcxE4VN2tItflOJUsxsDmsvVWBF.jpg;Milky way detail. Panorama vertical;INIGO CIA DA RIVA\Stocksy;jpeg;4571x9632;950x2001;Astrofotografia;1120.99;538.99;35
https://as1.ftcdn.net/jpg/03/68/28/12/500_F_368281281_nceT3DduY4TIeTxlq1XUtmhRrJOT18Ue.jpg;Milky Way rising over hills;Rosalie Dibben\Austockphoto;jpeg;5302x5570;1345x1413;Astrofotografia;1120.99;538.99;44
https://as2.ftcdn.net/jpg/03/77/40/69/500_F_377406998_0ZHLucDpl6u1rsrUYuD8tENmFouBZO4P.jpg;Astrophotography picture of landscape with milky way on the night sky.;JAVIER PARDINA\Stocksy;jpeg;5792x12381;943x2015;Astrofotografia;1120.99;538.99;78
https://as1.ftcdn.net/jpg/02/84/91/88/500_F_284918899_vDx5sCFog2Swi9WQ1TdRMG7lNon32gjn.jpg;New Zealand  South Island  Otago. A man has just finished building an igloo as night falls.;Tandem Stock;jpeg;3840x5760;1125x1688;Astrofotografia;1120.99;538.99;7
https://as1.ftcdn.net/jpg/02/78/30/42/500_F_278304217_jnF0K1B9vw0ejRc1qqNnRYSSGMgEAZZj.jpg;Stars in the night sky above the shoreline of Two Jack Lake  Can;Justin Mullet\Stocksy;jpeg;3648x5472;1125x1688;Astrofotografia;1120.99;538.99;97
https://as1.ftcdn.net/jpg/02/70/64/66/500_F_270646652_Bg6or6od1cvJVpBRFtto3hlvdamKbwld.jpg;Cosmos;BORISLAV ZHUYKOV\Stocksy;jpeg;4000x6000;1125x1688;Astrofotografia;1120.99;538.99;51
https://as2.ftcdn.net/jpg/03/72/61/13/500_F_372611370_JafYxJlulij3wZTiNEv7N4wvM4e8Rnva.jpg;Silhouette of man pointing finger the stars while observing the night sky with the Moon and the stars in the background near to lake;Marcos Osorio\ADDICTIVE STOCK;jpeg;6462x4308;1688x1125;Astrofotografia;1120.99;538.99;55
https://as2.ftcdn.net/jpg/03/69/10/75/500_F_369107580_jLGlIQYUsPPyUkKaZF8lNFcrEmQO6juf.jpg;Details of Milky Way.;Javier Pardina\Stocksy;jpeg;4480x6720;1125x1688;Astrofotografia;1120.99;538.99;69
https://as2.ftcdn.net/jpg/03/12/57/37/500_F_312573726_6CHJdBKIdCXKxe0iZKQz81KwImxs5VE1.jpg;A stunning long exposure capturing stars and a foggy night scene with a distant waterfall;David Keller\Stocksy;jpeg;3208x3974;1238x1534;Astrofotografia;1120.99;538.99;47
https://as2.ftcdn.net/jpg/02/32/58/15/500_F_232581567_QUylO3J95zDwwKOvp7mdfs2cFiwogNUx.jpg;Night sky in Glacier National Park;Stocksy;jpeg;3840x5760;1125x1688;Astrofotografia;1120.99;538.99;55
https://as2.ftcdn.net/jpg/02/11/75/97/500_F_211759775_HmfC2HJKGE6NX3ZHIey5odXo5xMxodmw.jpg;Lighthouse shining in the night of stars.;ADDICTIVE STOCK;jpeg;4480x6720;1125x1688;Astrofotografia;1120.99;538.99;55
https://as2.ftcdn.net/jpg/01/72/87/79/500_F_172877910_vOtSLEfjw9vaUDATosbTNCjgLS2cia7U.jpg;Milky way and eucalyptus trees;Wells\Stocksy;jpeg;4608x2889;1741x1091;Astrofotografia;1120.99;538.99;64
https://as2.ftcdn.net/jpg/03/09/45/15/500_F_309451541_ZHZMzzQ9m4CmuB7ZOiKo6tynOjE9vAeL.jpg;The Lion nebula;Sara Wager\Stocksy;jpeg;7620x10000;1203x1579;Astrofotografia;1120.99;538.99;17
https://as1.ftcdn.net/jpg/01/77/19/12/500_F_177191293_LnXR1hSfiPrl5EuxdijO4VUb6kNKlbix.jpg;alpine cabin in snowy mountain landscape at night under the milky way;Leander Nardin\Stocksy;jpeg;5217x3471;1690x1124;Astrofotografia;1120.99;538.99;68
https://as2.ftcdn.net/jpg/02/43/16/85/500_F_243168564_bsQJWOMlQcEGuZF4y9eXUlWxMm6PxsiP.jpg;Shooting star and Milky Way at night in Bryce Canyon  Utah;Erika Valkovicova;jpeg;4480x6720;1125x1688;Astrofotografia;2240.99;1120.99;25
https://as2.ftcdn.net/jpg/03/83/53/17/500_F_383531721_liGDmk9L5JdyTbSy0zYcR8eFyfITeAPG.jpg;Silhouette of man stargazing with headlamp standing on a picnic table.;Cavan Images;jpeg;6240x4160;1688x1125;Astrofotografia;1120.99;538.99;22
https://as1.ftcdn.net/jpg/02/59/76/38/500_F_259763822_T5WCP0voZJi9YOVq047Jol8iu01C6sLQ.jpg;Northern lights over mountains  Lofoten  Nordland  Norway;RooM The Agency;jpeg;4928x3280;1690x1125;Astrofotografia;1120.99;538.99;52
https://as1.ftcdn.net/jpg/02/72/51/42/500_F_272514298_Y2EA0nX6Hz20BKAdncr0vydDk17KvxGJ.jpg;Milky way in Tuscany  Italy;CACTUS Creative Studio\Stocksy;jpeg;5435x13936;861x2207;Astrofotografia;1120.99;538.99;72
https://as2.ftcdn.net/jpg/01/74/63/77/500_F_174637796_46xBAqAIXa2CIZ6wo619BQTbLVZzyXkt.jpg;Night sky in the Alps ;Milena Milani\Stocksy;jpeg;3456x4214;1248x1522;Astrofotografia;1120.99;538.99;76
https://as2.ftcdn.net/jpg/01/59/02/71/500_F_159027117_eLFvVyAsJYO78xN613vF0kRamWCQ1NGW.jpg;Milky Way Galaxy Over Mitchell Butte in Monument Valley Utah USA;JP Danko\Stocksy;jpeg;7287x4863;1687x1126;Astrofotografia;1120.99;538.99;3
https://as2.ftcdn.net/jpg/01/40/95/13/500_F_140951329_lf9ZVw6WLTtRTaH4uZUuHY3Cq9fQKLcv.jpg;Tre Cime di Lavaredo  Drei Zinnen  Three peaks of Lavaredo  Dolomites  South Tyrol  Veneto  Italy. Milky way at Tre Cime di Lavaredo;ClickAlps;jpeg;2858x4000;1165x1631;Astrofotografia;1120.99;538.99;42
https://as2.ftcdn.net/jpg/03/68/28/15/500_F_368281530_nRkZbmD42iOfkLxdmzPOD0qtNrMWp7RS.jpg;Cottage at night with lights in windows and starry sky;Rosalie Dibben\Austockphoto;jpeg;5472x3648;1688x1125;Astrofotografia;1120.99;538.99;39
https://as2.ftcdn.net/jpg/01/76/14/03/500_F_176140331_3YGPn2wHlQVogHeeBm4ocURFdYTHX08Q.jpg;Milky Way Galaxy Above Dark Forest;EvanDalen\Stocksy;jpeg;5538x3692;1688x1125;Astrofotografia;1120.99;538.99;32
https://as1.ftcdn.net/jpg/02/84/92/78/500_F_284927841_KrMMEs8AqzGJ7kzW0jSV3WwQjj5Jw2H7.jpg;Joshua Trees silhouetted against the night sky in Joshua Tree National Park  California  USA;Tandem Stock;jpeg;3750x5625;1125x1688;Astrofotografia;1120.99;538.99;57
https://as1.ftcdn.net/jpg/02/59/25/24/500_F_259252482_9w8M4y8uxFO7k89BobL223XzogpTBY6B.jpg;Pine trees under milky way galaxy;Justin Mullet\Stocksy;jpeg;3648x5472;1125x1688;Astrofotografia;1120.99;538.99;27
https://as1.ftcdn.net/jpg/02/08/00/22/500_F_208002215_QRkF0QjrKAg2dt3KsribcgYGe98smNx2.jpg;Astrophotography scenes;JavierPardina\Stocksy;jpeg;5304x7952;1126x1688;Astrofotografia;1120.99;538.99;81
https://as1.ftcdn.net/jpg/03/72/61/10/500_F_372611063_MWcVKBu4iF9GnUoiMZebvL2yoKO9jWTv.jpg;Silhouette of woman pointing finger the stars while observing the night sky with the Milky Way in the background;Marcos Osorio\ADDICTIVE STOCK;jpeg;4480x6720;1125x1688;Astrofotografia;1120.99;538.99;36
https://as2.ftcdn.net/jpg/03/69/10/75/500_F_369107552_nSjxexuWDB078ZMPU0tffrHh4ji3R4R5.jpg;Details of Milky Way.;Javier Pardina\Stocksy;jpeg;4480x6720;1125x1688;Astrofotografia;1120.99;538.99;16
https://as1.ftcdn.net/jpg/01/24/27/92/500_F_124279215_MM8FanMLza4J6EdwuHbvb0weRGuSgqjt.jpg;Details on the surface of a full moon in a dark sky;Anchorage alaska united states of america;Designpics;jpeg;5662x3830;1676x1134;Astrofotografia;2240.99;1120.99;62
https://as2.ftcdn.net/jpg/02/31/77/11/500_F_231771110_qMmUlPumo7R7iM68Crlv8ybpstrCuWsb.jpg;M13 - The Great Globular cluster;Stocksy;jpeg;3189x2461;1569x1211;Astrofotografia;1120.99;538.99;36
https://as2.ftcdn.net/jpg/01/74/63/75/500_F_174637505_bU8NyOpQhIGKEoUBIoGxQWxepOSgSTrt.jpg;Moon Rise Over Mountain and Forest;Evan Dalen\Stocksy;jpeg;5760x3840;1688x1125;Astrofotografia;1120.99;538.99;45
https://as1.ftcdn.net/jpg/01/87/41/70/500_F_187417006_Xs5znKMVlZE7xHTSXGuWfIlBJyHraOlx.jpg;a safari tent under the stars;Felix Hug\Stocksy;jpeg;6000x2889;1986x956;Astrofotografia;1120.99;538.99;35
https://as1.ftcdn.net/jpg/03/32/99/10/500_F_332991095_tvogKwtVRQurC4K6Qm11kzlRIfQkoKTX.jpg;The California nebula in natural colour and wider field context;Sara Wager\Stocksy;jpeg;9335x10000;1332x1427;Astrofotografia;1120.99;538.99;17
https://as1.ftcdn.net/jpg/01/74/35/00/500_F_174350050_U3fAk6VPOy4t6XMfSfS44pPylXXJ9t2T.jpg;blue milky way above the famous three peaks in the italian alps in a clear night;Leander Nardin\Stocksy;jpeg;3534x5474;1108x1716;Astrofotografia;1120.99;538.99;52
https://as2.ftcdn.net/jpg/02/08/03/17/500_F_208031713_RRvdcwIimjVNKPHOMq90uv8lecyIvD3C.jpg;Pickerings triangle in the Veil nebula;Swagastro\Stocksy;jpeg;5222x8000;1114x1706;Astrofotografia;1120.99;538.99;62
